SingleMuPt10	CMSSW_3_3_0_pre5	MC_31X_V8-v1	GEN-SIM-DIGI-RAW-HLTDEBUG
SingleMuPt1000	CMSSW_3_3_0_pre5	MC_31X_V8-v1	GEN-SIM-DIGI-RAW-HLTDEBUG
QCD_Pt_3000_3500	CMSSW_3_3_0_pre5	MC_31X_V8-v1	GEN-SIM-DIGI-RAW-HLTDEBUG
SingleMuPt100	CMSSW_3_3_0_pre5	MC_31X_V8-v1	GEN-SIM-DIGI-RAW-HLTDEBUG
QCD_Pt_80_120	CMSSW_3_3_0_pre5	MC_31X_V8-v1	GEN-SIM-DIGI-RAW-HLTDEBUG
ZMM	CMSSW_3_3_0_pre5	STARTUP31X_V7-v1	GEN-SIM-DIGI-RAW-HLTDEBUG
MinBias	CMSSW_3_3_0_pre5	MC_31X_V8-v1	GEN-SIM-DIGI-RAW-HLTDEBUG
