58263	5950
58264	5950
58519	5952
58520	5952
58775	5947
59287	5890
59886	5909
59890	5941
59891	5941
59892	5926
59893	5901
63744	9599
63745	9601
63746	9600
63747	9601
63748	9600
63749	9601
63750	9600
63751	9601
63752	9600
63753	9601
63754	9600
63755	9601
63756	9600
63757	9601
63758	9599
63759	9599
63764	9599
63767	9599
63769	9600
63770	9600
63771	9600
63772	9599
63774	9600
63775	9599
63777	9599
64000	9601
64001	9600
64002	9601
64003	9600
64004	9601
64005	9600
64006	9601
64007	9600
64008	9601
64009	9600
64010	9601
64011	9600
64012	9601
64013	9600
64014	9601
64015	9600
64016	9601
64017	9600
64018	9601
64019	9600
64020	9601
64021	9600
64022	9601
64023	9600
64024	9601
64025	9600
64026	9601
64027	9600
64028	9601
64029	9600
64030	9601
64031	9600
64032	9601
64033	9600
64034	9601
64035	9600
64036	9601
64037	9600
64038	9601
64039	9600
64040	9601
64041	9600
64042	9601
64043	9600
64044	9601
64045	9600
64046	9601
64047	9600
64048	9601
64049	9600
64050	9601
64051	9600
64052	9601
64053	9600
64054	9601
64055	9600
64058	9601
64060	9599
64257	9600
64258	9600
64259	9600
64260	9600
64261	9601
64262	9600
64263	9601
64264	9600
64265	9601
64266	9600
64267	9601
64268	9600
64269	9601
64270	9600
64271	9601
64272	9599
64273	9601
64274	9600
64275	9601
64276	9600
64277	9601
64278	9600
64279	9601
64280	9600
64281	9601
64282	9600
64283	9601
64284	9600
64285	9601
64286	9600
64287	9601
64288	9600
64289	9601
64290	9600
64291	9601
64292	9600
64293	9601
64294	9600
64295	9601
64296	9600
64297	9601
64298	9600
64299	9601
64300	9600
64301	9601
64302	9600
64303	9601
64304	9600
64305	9601
64306	9600
64307	9601
64308	9600
64309	9601
64310	9600
64311	9601
64312	9600
64313	9601
64314	9600
64315	9601
64316	9600
64317	9601
64318	9600
64319	9601
64320	9600
64321	9601
64322	9600
64323	9601
64324	9600
64325	9601
64326	9600
64327	9601
64328	9600
64329	9601
64330	9600
64331	9601
64332	9600
64333	9601
64334	9600
64335	9601
64336	9600
64337	9601
64338	9600
64339	9601
64340	9600
64341	9601
64342	9600
64343	9601
64344	9600
64345	9601
64346	9599
64347	9601
64349	9601
64350	9600
64351	9600
64356	9598
64518	9599
64520	9599
64531	9599
64538	9599
64539	9599
64540	9599
64542	9600
64543	9600
64544	9601
64545	9599
64551	9599
64554	9600
64555	9599
64556	9599
64557	9599
64558	9601
64559	9600
64560	9600
64561	9600
64562	9601
64563	9599
64564	9601
64565	9600
64566	9601
64567	9599
64568	9600
64569	9600
64570	9601
64571	9600
64572	9601
64573	9600
64574	9601
64575	9600
64576	9601
64577	9600
64578	9601
64579	9600
64580	9601
64581	9600
64582	9601
64583	9600
64584	9601
64585	9600
64586	9601
64587	9600
64588	9601
64589	9600
64590	9601
64591	9600
64592	9601
64593	9600
64594	9601
64595	9600
64596	9601
64597	9600
64598	9601
64599	9600
64600	9601
64601	9600
64602	9601
64603	9600
64604	9601
64605	9600
64606	9601
64607	9600
64608	9601
64609	9600
64610	9601
64611	9600
64612	9601
64613	9600
64614	9601
64615	9600
64616	9601
64617	9600
64618	9601
64619	9600
64620	9601
64621	9600
64622	9601
64623	9600
64624	9601
64625	9600
64626	9601
64627	9600
64628	9601
64629	9600
64630	9601
64631	9600
64632	9601
64633	9600
64634	9601
64635	9600
64636	9601
64637	9600
64638	9601
64639	9600
64640	9601
64641	9600
64642	9601
64643	9600
64644	9601
64645	9600
64646	9601
64647	9600
64648	9601
64649	9600
64650	9601
64652	9599
64654	9599
64657	9599
64658	9601
64847	9601
64848	9600
64851	9600
64853	9599
64855	9599
64861	9601
64862	9600
64869	9600
64872	9600
64873	9600
64875	9601
64877	9601
64878	9600
64879	9601
64880	9600
64881	9601
64882	9600
64883	9601
64884	9600
64885	9601
64886	9600
64887	9601
64888	9600
64889	9601
64890	9600
64891	9601
64892	9600
64893	9601
64894	9600
64895	9601
64896	9600
64897	9601
64898	9600
64899	9601
64900	9600
64901	9601
64902	9600
64903	9601
64904	9600
64905	9601
64906	9600
64907	9601
64908	9600
64909	9601
64910	9600
64911	9601
64912	9600
64913	9601
64914	9600
64915	9601
64916	9600
64917	9601
64918	9600
64919	9601
64920	9600
64921	9601
64922	9600
64923	9601
64924	9600
64925	9601
64926	9600
64927	9601
64928	9600
64929	9601
64930	9600
64931	9601
64932	9600
64933	9601
64934	9600
64935	9601
64936	9600
64937	9601
64938	9600
64939	9601
64940	9600
64941	9601
64942	9600
64943	9601
64944	9600
64945	9601
64946	9600
64947	9601
64948	9599
64949	9601
65177	9599
65184	9601
65186	9601
65187	9600
65188	9601
65189	9600
65190	9601
65191	9600
65192	9601
65193	9600
65194	9601
65195	9600
65196	9601
65197	9600
65198	9601
65199	9600
65200	9601
65201	9600
65202	9601
65203	9600
65204	9601
65205	9600
65206	9601
65207	9600
65208	9601
65209	9600
65210	9601
65211	9600
65212	9601
65213	9600
65214	9601
65215	9600
65216	9601
65217	9600
65218	9601
65219	9600
65220	9601
65221	9600
65222	9601
65223	9600
65224	9601
65225	9600
65226	9601
65227	9600
65228	9601
65229	9600
65230	9601
65231	9600
65232	9601
65233	9600
65234	9601
65235	9600
65236	9601
65237	9600
65238	9601
65239	9600
65240	9601
65241	9600
65242	9601
65243	9600
65244	9601
65245	9600
65246	9601
65247	9600
65248	9601
65249	9600
65250	9599
65251	9599
65491	9599
65492	9598
65494	9600
65495	9601
65496	9600
65497	9601
65498	9600
65499	9601
65500	9600
65501	9601
65502	9600
65503	9601
65504	9600
65505	9601
65506	9600
65507	9601
65508	9600
65509	9601
65510	9600
65511	9601
65512	9600
65513	9601
65514	9600
65515	9601
65516	9600
65517	9601
65518	9600
65519	9601
65520	9600
65521	9601
65522	9600
65523	9601
65524	9600
65525	9601
65526	9600
65527	9601
65528	9600
65529	9601
65530	9600
65531	9601
65532	9600
65533	9601
65534	9600
65535	9601
