tim_000.dat
tim_001.dat
tim_002.dat
tim_003.dat
tim_004.dat
tim_005.dat
tim_006.dat
tim_007.dat
1 2	30 171 790940	40 212 790851
tim_008.dat
tim_009.dat
tim_010.dat
tim_011.dat
tim_012.dat
tim_013.dat
tim_014.dat
tim_015.dat
tim_016.dat
tim_017.dat
tim_018.dat
tim_019.dat
tim_020.dat
tim_021.dat
tim_022.dat
tim_023.dat
tim_024.dat
tim_025.dat
tim_026.dat
1 2	192 192 959640	144 29 959855
tim_120.dat
1 2	11 208 899689	152 15 899414
1 2	244 91 786133	183 107 786050
tim_121.dat
1 1	125 129 775173	139 69 775457
1 2	27 0 106125	185 28 106076
1 2	194 198 731567	141 14 731652
1 2	194 198 731567	143 31 731533
tim_122.dat
tim_123.dat
1 1	19 173 756133	141 138 755833
1 1	130 51 225200	196 15 225150
1 2	81 70 292809	1 88 292520
tim_124.dat
1 1	88 228 87912.5	126 126 87800
1 1	132 217 960050	254 177 960050
1 1	194 114 924075	204 49 923975
1 2	49 25 664050	209 34 664449
tim_125.dat
tim_126.dat
tim_127.dat
tim_128.dat
tim_129.dat
tim_130.dat
1 1	36 99 182850	222 144 182750
tim_131.dat
1 2	16 68 347167	78 174 347620
1 2	110 51 112300	11 120 112098
1 2	217 77 566000	26 6 566047
1 2	217 77 566000	27 18 566169
tim_132.dat
1 1	20 196 342090	139 83 342114
1 1	196 120 73880	197 235 73950
1 2	86 36 418775	65 75 418971
1 2	214 157 724729	179 85 724408
tim_133.dat
1 2	158 80 497193	97 180 497606
tim_134.dat
1 1	134 156 627600	163 105 627525
1 2	52 144 323586	54 14 323271
tim_135.dat
1 1	49 131 774475	109 154 774350
1 1	110 121 430800	231 184 430757
1 1	209 40 658360	231 132 658125
tim_136.dat
tim_137.dat
1 2	39 28 230660	58 29 230325
tim_138.dat
1 1	31 157 287250	185 207 286891
1 1	167 46 773725	221 132 773775
1 2	53 65 677100	223 13 677111
1 2	53 65 677100	223 33 676810
1 2	171 51 549460	245 179 549625
tim_139.dat
1 2	74 94 266567	164 43 266300
tim_140.dat
1 1	143 37 584660	252 67 584207
1 2	61 207 467867	78 2 467433
1 2	69 77 960075	253 178 960000
1 2	100 250 547093	49 131 547459
1 2	121 116 941250	20 9 940850
1 2	136 104 652814	225 239 652578
tim_141.dat
1 1	107 106 191580	163 203 191580
1 2	58 38 360136	60 24 360094
1 2	61 219 298950	8 80 298689
1 2	107 106 191580	205 19 191985
1 2	107 106 191580	229 25 191475
1 2	163 203 191580	205 19 191985
1 2	163 203 191580	229 25 191475
tim_142.dat
tim_143.dat
tim_144.dat
tim_145.dat
1 2	206 14 221275	129 15 221000
tim_146.dat
1 1	102 191 219583	194 9 219900
1 2	22 156 619425	109 82 619783
1 2	185 125 377067	63 49 377467
tim_147.dat
1 1	41 114 56766.7	162 26 56680
1 1	72 78 346750	97 75 346717
1 1	72 78 346750	165 157 346871
1 1	72 78 346750	225 253 346750
1 1	97 75 346717	165 157 346871
1 1	97 75 346717	225 253 346750
1 1	165 157 346871	225 253 346750
1 2	45 144 937575	191 18 937412
1 2	154 74 95775	112 125 95960
tim_148.dat
1 1	230 87 544080	241 220 544000
1 2	117 214 458211	3 75 458300
tim_149.dat
1 1	102 61 791900	181 161 791837
1 1	153 252 64575	207 248 64575
1 2	253 214 921400	196 232 921114
tim_150.dat
1 1	57 57 714818	62 108 714850
1 1	206 100 919162	248 65 919100
1 2	81 18 960050	7 228 959740
tim_151.dat
1 1	252 223 354013	254 229 354055
tim_152.dat
1 1	97 78 928975	126 81 928983
1 2	32 119 960060	123 12 959900
1 2	32 119 960060	158 3 959900
1 2	70 57 295082	66 66 295100
tim_153.dat
1 2	76 253 120472	161 18 120424
tim_154.dat
1 1	67 105 344750	151 163 344808
1 1	134 120 308045	163 75 308425
1 2	32 204 301567	69 167 301246
1 2	134 120 308045	112 42 308356
1 2	163 195 906188	255 92 906588
1 2	163 75 308425	112 42 308356
1 2	244 174 907500	255 38 907251
tim_155.dat
1 1	48 86 827575	164 120 827140
1 2	249 14 54042.9	137 126 53700
tim_156.dat
1 1	160 181 78083.3	238 243 78161.9
1 2	251 101 586450	9 251 586718
tim_157.dat
1 1	175 168 464533	211 221 464400
1 2	132 21 265100	67 216 264900
1 2	216 43 262100	168 54 262231
1 2	254 128 959671	189 166 960017
tim_158.dat
1 2	55 134 581100	2 109 581160
1 2	55 134 581100	4 147 581143
tim_159.dat
1 2	134 14 313789	211 33 314265
1 2	145 192 273753	14 132 273575
1 2	145 192 273753	14 150 273450
1 2	145 192 273753	16 227 273550
1 2	208 53 602036	22 251 602219
tim_160.dat
1 1	124 210 696886	152 94 697000
1 2	81 80 185286	191 26 184800
tim_161.dat
1 1	75 86 492514	194 88 492520
1 1	141 123 513271	222 53 513227
1 2	196 161 232645	7 223 232340
tim_162.dat
tim_163.dat
tim_164.dat
tim_165.dat
1 1	6 15 373950	222 73 373950
1 1	27 60 105033	69 136 104975
1 1	79 148 897550	82 185 897566
1 1	79 148 897550	82 240 897623
1 1	82 185 897566	82 240 897623
1 2	20 140 689410	31 1 689320
1 2	20 140 689410	32 10 689429
1 2	20 140 689410	32 21 689050
1 2	20 140 689410	125 34 689714
1 2	63 174 317523	17 140 317244
1 2	79 148 897550	67 181 897618
1 2	79 148 897550	67 230 897600
1 2	82 185 897566	67 181 897618
1 2	82 185 897566	67 230 897600
1 2	82 240 897623	67 181 897618
1 2	82 240 897623	67 230 897600
1 2	240 208 960047	100 52 959980
1 2	240 208 960047	100 68 959975
1 2	240 208 960047	101 82 959938
tim_166.dat
1 1	13 10 558485	14 185 558437
1 2	73 162 506183	148 105 506420
1 2	164 9 7366.67	249 117 7050
1 2	250 238 960043	125 168 959880
tim_167.dat
1 1	29 147 4950	74 185 4860
1 2	217 96 626186	141 19 625906
tim_168.dat
1 1	61 34 15200	75 156 15150
1 2	136 38 442733	213 86 442620
1 2	190 208 129385	211 22 129700
tim_169.dat
1 1	68 13 242520	138 222 242533
1 2	159 91 862433	47 30 862665
tim_170.dat
1 1	100 173 809600	138 56 809675
1 1	100 173 809600	183 21 809717
1 1	107 3 924275	239 9 924200
1 1	138 56 809675	183 21 809717
1 1	159 80 773733	162 24 773780
1 2	11 51 774827	186 43 775050
tim_171.dat
1 2	47 158 290983	1 157 290775
1 2	47 158 290983	5 250 291220
1 2	217 94 262800	57 194 262704
tim_172.dat
1 2	202 49 960040	159 11 959989
tim_173.dat
1 1	17 83 926450	83 51 926471
tim_174.dat
1 2	29 201 693911	209 119 693575
1 2	251 211 934100	194 21 934120
tim_175.dat
1 2	33 194 819944	42 155 819760
1 2	124 108 949660	233 84 949824
1 2	178 225 818614	38 24 818736
tim_176.dat
1 1	89 57 482911	140 163 482911
1 2	96 95 486862	195 136 487200
1 2	103 191 86433.3	30 221 86200
tim_177.dat
1 1	108 196 650100	156 198 650183
1 2	163 137 433922	58 156 434284
tim_178.dat
tim_179.dat
1 1	89 242 496700	136 14 496680
1 1	125 32 17460	245 159 17400
1 1	198 42 823778	220 241 823700
tim_180.dat
1 1	44 166 624650	76 117 624650
tim_181.dat
tim_182.dat
tim_183.dat
tim_184.dat
tim_185.dat
1 2	141 199 350329	124 192 350677
tim_186.dat
tim_187.dat
1 1	63 184 264125	203 26 264160
1 2	172 57 293923	73 242 293680
tim_188.dat
1 1	22 131 374450	72 24 374400
1 1	22 131 374450	139 138 374525
1 1	72 24 374400	139 138 374525
1 1	156 227 768021	159 89 767901
1 1	156 227 768021	159 121 767650
1 1	159 89 767901	159 121 767650
1 1	245 136 225900	252 31 225740
1 2	193 73 332790	249 234 332295
tim_189.dat
1 2	49 117 357275	228 8 357483
1 2	49 117 357275	246 21 356900
1 2	86 104 960050	41 65 960030
1 2	86 104 960050	209 239 960000
tim_190.dat
1 1	68 249 598689	177 110 598683
1 1	75 239 788820	202 130 788780
1 2	240 94 856617	198 197 856700
tim_191.dat
1 2	15 156 304400	159 114 304158
1 2	57 72 596500	27 172 596255
tim_192.dat
tim_193.dat
1 1	53 54 1450	143 101 1616.67
1 2	183 57 628275	29 252 628067
1 2	215 41 615746	70 213 615725
tim_194.dat
tim_195.dat
1 2	201 167 864560	5 214 864925
tim_196.dat
1 2	160 161 917675	187 23 917700
1 2	194 135 787871	219 97 788275
tim_197.dat
tim_198.dat
tim_199.dat
tim_200.dat
tim_201.dat
tim_202.dat
tim_203.dat
1 2	97 33 828563	74 99 828970
tim_204.dat
1 2	203 31 574400	67 99 574040
1 2	211 122 632725	200 19 632400
tim_205.dat
1 1	34 78 810800	226 246 811300
1 1	54 210 415820	202 66 415871
1 1	86 51 227875	181 204 228178
1 2	7 151 13375	201 24 13125
1 2	216 249 724400	121 48 724400
tim_206.dat
1 1	25 64 302983	47 235 303057
1 2	56 252 960050	74 227 959941
1 2	56 252 960050	74 243 959580
1 2	56 252 960050	162 47 960039
1 2	56 252 960050	162 67 960043
1 2	56 252 960050	162 102 960040
1 2	56 252 960050	162 122 960000
1 2	187 116 336675	59 13 336656
1 2	201 102 638373	57 22 638564
1 2	201 102 638373	59 62 638460
tim_207.dat
1 1	57 91 714675	161 12 714700
tim_208.dat
tim_209.dat
1 1	198 24 2857.14	200 117 2860
1 2	218 146 551000	160 115 551373
tim_210.dat
1 1	26 240 425643	214 109 425617
1 1	62 144 577133	147 194 577140
1 1	80 245 103371	120 132 103725
1 1	80 245 103371	212 81 103700
1 1	120 132 103725	212 81 103700
tim_211.dat
1 2	168 177 75031.6	54 228 75257.1
1 2	169 56 960048	32 232 960060
tim_212.dat
1 1	12 215 208600	40 237 208550
1 2	61 71 897571	214 126 897922
tim_213.dat
tim_214.dat
tim_215.dat
tim_216.dat
tim_217.dat
1 1	82 189 329231	199 6 329100
1 2	199 179 833825	13 197 833857
tim_218.dat
1 1	22 43 442412	213 85 442275
1 1	61 169 761433	252 200 761340
1 2	22 43 442412	106 234 442275
1 2	194 230 685912	155 218 685575
1 2	194 230 685912	156 245 686408
1 2	194 230 685912	156 253 686300
1 2	210 220 432000	188 231 432040
1 2	213 85 442275	106 234 442275
tim_219.dat
1 1	132 96 492050	142 10 492125
tim_220.dat
1 1	7 213 536450	118 12 536633
1 1	120 125 492725	199 60 492625
1 2	7 213 536450	175 22 536611
1 2	62 35 494700	7 161 494957
1 2	62 35 494700	7 198 494836
1 2	62 35 494700	249 174 494400
1 2	118 12 536633	175 22 536611
tim_221.dat
tim_222.dat
tim_223.dat
1 2	60 209 960040	76 3 959975
1 2	60 209 960040	76 10 959943
1 2	60 209 960040	182 4 959950
1 2	60 209 960040	185 80 959962
1 2	60 209 960040	185 88 959989
1 2	60 209 960040	186 104 959925
1 2	60 209 960040	187 122 959944
1 2	115 211 463875	153 123 463905
tim_224.dat
1 2	11 96 17857.1	207 79 18130.8
1 2	177 23 30457.1	40 233 30394.8
tim_225.dat
1 2	26 199 533370	196 46 533792
1 2	123 185 10150	124 44 9980
1 2	123 185 10150	125 67 9857.14
1 2	123 185 10150	126 140 10216.7
1 2	123 225 578336	124 117 578548
tim_226.dat
1 2	28 8 756945	114 33 756505
1 2	64 203 952200	138 56 952167
1 2	106 236 245843	78 156 245533
tim_227.dat
1 1	65 226 374175	139 200 374175
1 1	65 226 374175	253 81 374300
1 1	102 180 3633.33	194 32 3780
1 1	139 200 374175	253 81 374300
1 1	178 62 539917	189 70 539931
1 1	183 94 79483.3	222 31 79512.5
tim_228.dat
1 1	119 150 713200	130 163 713175
1 2	45 142 781140	72 116 781367
1 2	45 142 781140	74 150 780825
1 2	45 142 781140	75 178 780975
1 2	45 142 781140	75 186 781400
1 2	45 142 781140	76 208 781478
1 2	45 142 781140	78 244 781150
1 2	187 122 746533	229 213 746500
tim_229.dat
tim_230.dat
1 1	34 52 628655	160 31 628622
1 1	79 231 126489	180 247 126300
1 2	79 231 126489	173 242 126143
1 2	180 247 126300	173 242 126143
tim_231.dat
1 2	150 174 410600	119 179 410475
1 2	174 243 944540	8 115 944384
1 2	182 195 339062	205 203 338975
tim_232.dat
1 1	66 112 960044	175 104 960050
1 2	66 112 960044	78 22 959942
1 2	66 112 960044	79 38 959940
1 2	66 112 960044	81 151 960000
1 2	66 112 960044	82 188 959850
1 2	66 112 960044	82 196 959900
1 2	66 112 960044	82 214 959883
1 2	66 112 960044	83 251 960000
1 2	175 104 960050	78 22 959942
1 2	175 104 960050	79 38 959940
1 2	175 104 960050	81 151 960000
1 2	175 104 960050	82 188 959850
1 2	175 104 960050	82 196 959900
1 2	175 104 960050	82 214 959883
1 2	175 104 960050	83 251 960000
tim_233.dat
1 1	21 173 718620	111 250 719120
1 2	21 173 718620	44 231 718914
1 2	21 173 718620	45 242 718457
1 2	21 173 718620	178 233 718768
1 2	39 63 514275	252 176 514599
1 2	102 201 814820	170 220 815248
1 2	111 250 719120	44 231 718914
1 2	111 250 719120	178 233 718768
tim_234.dat
1 1	168 216 416633	241 52 416620
tim_235.dat
1 2	31 204 830891	16 217 831278
tim_236.dat
tim_237.dat
tim_238.dat
tim_239.dat
tim_240.dat
1 1	55 197 155956	254 98 155800
1 2	109 59 893388	140 180 893396
1 2	124 171 467900	134 253 468080
tim_241.dat
tim_242.dat
1 1	108 182 376731	115 173 376660
tim_243.dat
1 1	122 11 960048	122 72 960048
1 1	122 11 960048	122 88 960054
1 1	122 11 960048	122 102 960045
1 1	122 11 960048	122 112 960058
1 1	122 11 960048	122 125 959980
1 1	122 11 960048	122 176 960050
1 1	122 72 960048	122 88 960054
1 1	122 72 960048	122 102 960045
1 1	122 72 960048	122 112 960058
1 1	122 72 960048	122 125 959980
1 1	122 72 960048	122 176 960050
1 1	122 88 960054	122 102 960045
1 1	122 88 960054	122 112 960058
1 1	122 88 960054	122 125 959980
1 1	122 88 960054	122 176 960050
1 1	122 102 960045	122 112 960058
1 1	122 102 960045	122 125 959980
1 1	122 102 960045	122 176 960050
1 1	122 112 960058	122 125 959980
1 1	122 112 960058	122 176 960050
1 1	122 125 959980	122 176 960050
1 2	53 208 12600	82 48 12210
1 2	138 102 732375	248 228 732317
tim_244.dat
1 1	9 68 558220	157 191 558317
1 2	139 124 814712	81 77 815070
1 2	139 124 814712	81 72 814225
tim_245.dat
1 2	33 151 373757	175 193 373326
1 2	70 152 654189	178 153 654225
tim_246.dat
1 1	38 78 892009	238 44 891860
1 2	206 242 938583	65 171 938269
tim_247.dat
1 2	84 8 534600	183 21 534351
1 2	196 222 739086	86 108 738617
1 2	243 17 247727	18 237 247853
tim_248.dat
1 1	12 68 881860	70 237 882358
1 1	140 53 398400	183 89 398375
1 1	176 126 807700	254 19 808111
1 2	22 112 476338	40 75 476117
tim_249.dat
1 1	146 201 114853	153 113 114550
1 2	151 169 613733	238 154 613604
1 2	185 37 774200	23 144 773933
1 2	208 70 960057	111 116 959975
tim_250.dat
1 1	128 186 633743	204 59 633680
tim_251.dat
1 1	220 10 195756	226 228 195729
tim_252.dat
1 2	143 146 405300	80 10 405495
tim_253.dat
1 1	164 230 426462	243 200 426360
1 2	33 161 124943	206 184 125284
1 2	33 161 124943	207 237 124791
1 2	108 52 709630	137 62 710100
1 2	210 126 809250	11 244 809397
tim_254.dat
1 1	111 63 594317	140 133 594338
1 1	160 88 530440	247 205 530239
tim_255.dat
1 1	145 183 47575	176 217 47550
1 2	154 254 88057.1	102 217 88223.4
tim_256.dat
1 2	60 126 277100	132 86 277050
tim_257.dat
tim_258.dat
tim_259.dat
tim_260.dat
tim_261.dat
1 2	37 183 914943	24 245 915171
1 2	37 183 914943	25 99 914966
tim_262.dat
tim_263.dat
1 2	235 94 709200	236 179 709533
tim_264.dat
1 2	207 105 46575	148 170 46700
1 2	246 94 580960	213 215 581390
tim_265.dat
tim_266.dat
tim_267.dat
1 2	90 44 292775	142 10 292367
1 2	90 44 292775	143 85 293167
1 2	90 44 292775	144 153 293250
1 2	90 44 292775	144 182 292790
tim_268.dat
1 2	6 160 438829	87 211 439100
1 2	110 155 22550	73 94 22100
tim_269.dat
1 1	97 174 246575	200 105 246700
1 1	178 90 501825	220 75 501900
1 1	186 22 278075	238 120 278000
tim_270.dat
tim_271.dat
1 1	7 56 433320	67 1 433186
1 1	7 56 433320	108 179 433585
1 1	67 1 433186	108 179 433585
1 1	222 137 189508	222 237 189557
1 1	222 137 189508	222 224 189542
1 1	222 237 189557	222 224 189542
1 2	251 182 554960	248 33 554535
tim_272.dat
1 1	78 232 444601	81 151 444562
tim_273.dat
tim_274.dat
