17.237500	-9.858190	0.008720
17.292000	-9.859950	0.008710
17.346600	-9.856480	0.006970
17.401100	-9.851270	0.005220
17.462500	-9.846060	0.008710
17.510300	-9.837370	0.010460
17.571600	-9.839130	0.006960
17.701100	-9.847880	0.006960
17.748800	-9.856610	0.005230
17.776100	-9.847910	0.008710
17.851100	-9.853160	0.008710
17.898800	-9.861880	0.006960
17.939600	-9.888030	0.006970
18.000900	-9.896760	0.008710
18.048600	-9.905490	0.003490
18.096200	-9.917700	0.006970
18.137100	-9.926420	0.006970
18.178000	-9.938630	0.006970
18.218800	-9.957810	0.006970
18.246100	-9.945620	0.006970
18.300600	-9.957830	0.006970
18.348400	-9.945650	0.008710
18.498000	-10.031100	0.008700
18.545500	-10.072900	0.012200
18.572800	-10.065900	0.010400
18.627200	-10.088600	0.007000
18.654300	-10.118200	0.015700
18.681500	-10.142600	0.013900
18.722400	-10.135700	0.017500
18.763300	-10.139200	0.026200
18.790400	-10.179200	0.022600
18.837700	-10.262900	0.036600
18.878300	-10.323900	0.055800
18.918900	-10.386600	0.087100
19.007500	-10.402300	0.083600
